State,Mon Mar 30 2020,Tue Mar 31 2020,Wed Apr 1 2020,Thu Apr 2 2020,Fri Apr 3 2020,Sat Apr 4 2020,Sun Apr 5 2020,Mon Apr 6 2020,Tue Apr 7 2020,Wed Apr 8 2020,Thu Apr 9 2020,Fri Apr 10 2020,Sat Apr 11 2020,Sun Apr 12 2020,Mon Apr 13 2020,Tue Apr 14 2020,Wed Apr 15 2020,Thu Apr 16 2020,Fri Apr 17 2020,Sat Apr 18 2020,Sun Apr 19 2020,Mon Apr 20 2020,Tue Apr 21 2020,Wed Apr 22 2020,Thu Apr 23 2020,Fri Apr 24 2020,Sat Apr 25 2020,Sun Apr 26 2020,Mon Apr 27 2020,Tue Apr 28 2020,Wed Apr 29 2020,Fri May 1 2020,Thu Apr 30 2020,Sat May 2 2020,Sun May 3 2020,Mon May 4 2020,Tue May 5 2020,Wed May 6 2020,Thu May 7 2020,Fri May 8 2020,Sat May 9 2020,Sun May 10 2020,Mon May 11 2020,Tue May 12 2020,Wed May 13 2020,Fri May 15 2020,Thu May 14 2020,Sat May 16 2020,Sun May 17 2020,Mon May 18 2020,Tue May 19 2020,Wed May 20 2020,Thu May 21 2020,Fri May 22 2020,Sat May 23 2020,Sun May 24 2020,Mon May 25 2020,Tue May 26 2020,Wed May 27 2020,Thu May 28 2020,Fri May 29 2020,Sat May 30 2020,Sun May 31 2020,Mon Jun 1 2020,Tue Jun 2 2020,Wed Jun 3 2020,Thu Jun 4 2020,Fri Jun 5 2020,Sat Jun 6 2020,Sun Jun 7 2020,Mon Jun 8 2020,Tue Jun 9 2020,Wed Jun 10 2020,Thu Jun 11 2020,Fri Jun 12 2020,Sat Jun 13 2020,Sun Jun 14 2020,Mon Jun 15 2020,Tue Jun 16 2020,Wed Jun 17 2020,Thu Jun 18 2020,Fri Jun 19 2020,Sat Jun 20 2020,Sun Jun 21 2020,Mon Jun 22 2020,Tue Jun 23 2020,Wed Jun 24 2020,Thu Jun 25 2020,Fri Jun 26 2020,Sat Jun 27 2020,Sun Jun 28 2020,Mon Jun 29 2020,Tue Jun 30 2020
Florida,436,467,606,690,807,881,1006,1046,1088,1347,1239,1319,1364,1374,1310,1261,1378,1345,1398,1397,1355,1269,1238,1402,1409,1349,1428,1380,1313,1281,1256,1389,1326,1102,1057,1199,1174,1335,1510,1366,1362,1530,1459,1214,1325,1289,1217,1003,1236,1153,1149,1286,1280,1365,1379,1574,1245,1203,1187,1155,1122,1043,1003,886,856,997,1056,1024,1010,920,840,829,966,943,1054,1063,1089,1061,1083,1207,1213,1241,1212,1241,1170,1183,1316,1376,1395,1419,1370,1313,1326
