State,Sat Mar 21 2020,Sun Mar 22 2020,Mon Mar 23 2020,Tue Mar 24 2020,Wed Mar 25 2020,Thu Mar 26 2020,Fri Mar 27 2020,Sat Mar 28 2020,Sun Mar 29 2020,Mon Mar 30 2020,Tue Mar 31 2020,Wed Apr 1 2020,Thu Apr 2 2020,Fri Apr 3 2020,Sat Apr 4 2020,Sun Apr 5 2020,Mon Apr 6 2020,Tue Apr 7 2020,Wed Apr 8 2020,Thu Apr 9 2020,Fri Apr 10 2020,Sat Apr 11 2020,Sun Apr 12 2020,Mon Apr 13 2020,Tue Apr 14 2020,Wed Apr 15 2020,Thu Apr 16 2020,Fri Apr 17 2020,Sat Apr 18 2020,Sun Apr 19 2020,Mon Apr 20 2020,Tue Apr 21 2020,Wed Apr 22 2020,Thu Apr 23 2020,Fri Apr 24 2020,Sat Apr 25 2020,Sun Apr 26 2020,Mon Apr 27 2020,Tue Apr 28 2020,Wed Apr 29 2020,Fri May 1 2020,Thu Apr 30 2020,Sat May 2 2020,Sun May 3 2020,Mon May 4 2020,Tue May 5 2020,Wed May 6 2020,Thu May 7 2020,Fri May 8 2020,Sat May 9 2020,Sun May 10 2020,Mon May 11 2020,Tue May 12 2020,Wed May 13 2020,Fri May 15 2020,Thu May 14 2020,Sat May 16 2020,Sun May 17 2020,Mon May 18 2020,Tue May 19 2020,Wed May 20 2020,Thu May 21 2020,Fri May 22 2020,Sat May 23 2020,Sun May 24 2020,Mon May 25 2020,Tue May 26 2020,Wed May 27 2020,Thu May 28 2020,Fri May 29 2020,Sat May 30 2020,Sun May 31 2020,Mon Jun 1 2020,Tue Jun 2 2020,Wed Jun 3 2020,Thu Jun 4 2020,Fri Jun 5 2020,Sat Jun 6 2020,Sun Jun 7 2020,Mon Jun 8 2020,Tue Jun 9 2020,Wed Jun 10 2020,Thu Jun 11 2020,Fri Jun 12 2020,Sat Jun 13 2020,Sun Jun 14 2020,Mon Jun 15 2020,Tue Jun 16 2020,Wed Jun 17 2020,Thu Jun 18 2020,Fri Jun 19 2020,Sat Jun 20 2020,Sun Jun 21 2020,Mon Jun 22 2020,Tue Jun 23 2020,Wed Jun 24 2020,Thu Jun 25 2020,Fri Jun 26 2020,Sat Jun 27 2020,Sun Jun 28 2020,Mon Jun 29 2020,Tue Jun 30 2020
Florida,158,185,217,259,316,406,456,526,594,652,823,949,1123,1287,1462,1572,1682,1999,2062,2268,2487,2661,2772,2833,3060,3344,3460,3665,3842,3930,4010,4235,4469,4693,4888,5045,5155,5211,5266,5624,5795,5795,5945,6244,6329,6546,6776,6990,7157,7325,7404,7458,7654,7835,7993,7993,8393,8478,8553,8744,8934,9200,9372,9567,9638,9681,9740,9899,10056,10243,10375,10453,10494,10678,10796,10923,11066,11163,11215,11282,11460,11621,11850,11986,12155,12224,12298,12489,12673,12862,13062,13227,13325,13407,13614,13865,14068,14281,14432,14540,14651,14879
