date,state,hospitalized
20200613,MA,1069
20200612,MA,1143
20200611,MA,1260
20200610,MA,1345
20200609,MA,1397
20200608,MA,1415
20200607,MA,1442
20200606,MA,1529
20200605,MA,1533
20200604,MA,1637
20200603,MA,1684
20200602,MA,1657
20200601,MA,1747
20200531,MA,1824
20200530,MA,1904
20200529,MA,1991
20200528,MA,2112
20200527,MA,2106
20200526,MA,2108
20200525,MA,2132
20200524,MA,2169
20200523,MA,2237
20200522,MA,2323
20200521,MA,2396
20200520,MA,2518
20200519,MA,2472
20200518,MA,2533
20200517,MA,2597
20200516,MA,2692
20200515,MA,2767
20200514,MA,2859
20200513,MA,3101
20200512,MA,3127
20200511,MA,3102
20200510,MA,3128
20200509,MA,3229
20200508,MA,3349
20200507,MA,3436
20200506,MA,3564
20200505,MA,3542
20200504,MA,3539
20200503,MA,3617
20200502,MA,3601
20200501,MA,3716
20200430,MA,3803
20200429,MA,3856
20200428,MA,3875
20200427,MA,3892
20200426,MA,3879
20200425,MA,3879
20200424,MA,3847
20200423,MA,3851
20200422,MA,3890
20200421,MA,3977
20200420,MA,3872
20200419,MA,3789
20200418,MA,3728
20200417,MA,3756
20200416,MA,3726
20200415,MA,3637
20200414,MA,3616
20200413,MA,3485
20200412,MA,2514
20200411,MA,2507
20200410,MA,2435
20200409,MA,2302
20200408,MA,2119
20200407,MA,1831
20200406,MA,1667
20200405,MA,1632
20200404,MA,1370
20200709,MD,406
20200708,MD,398
20200707,MD,404
20200706,MD,403
20200705,MD,409
20200704,MD,410
20200703,MD,422
20200702,MD,441
20200701,MD,461
20200630,MD,452
20200629,MD,447
20200628,MD,446
20200627,MD,478
20200626,MD,487
20200625,MD,511
20200624,MD,544
20200623,MD,561
20200622,MD,602
20200621,MD,608
20200620,MD,644
20200619,MD,648
20200618,MD,660
20200617,MD,702
20200616,MD,742
20200615,MD,745
20200614,MD,751
20200613,MD,799
20200612,MD,836
20200611,MD,902
20200610,MD,955
20200609,MD,970
20200608,MD,979
20200607,MD,1003
20200606,MD,1059
20200605,MD,1076
20200604,MD,1096
20200603,MD,1109
20200602,MD,1148
20200601,MD,1174
20200531,MD,1183
20200530,MD,1239
20200529,MD,1296
20200528,MD,1334
20200527,MD,1338
20200526,MD,1315
20200525,MD,1279
20200524,MD,1290
20200523,MD,1320
20200522,MD,1329
20200521,MD,1374
20200520,MD,1410
20200519,MD,1421
20200518,MD,1447
20200517,MD,1460
20200516,MD,1500
20200515,MD,1496
20200514,MD,1538
20200513,MD,1550
20200512,MD,1563
20200511,MD,1544
20200510,MD,1640
20200509,MD,1665
20200508,MD,1674
20200507,MD,1683
20200506,MD,1707
20200505,MD,1693
20200504,MD,1649
20200503,MD,1635
20200502,MD,1657
20200501,MD,1668
20200430,MD,1711
20200429,MD,1610
20200428,MD,1528
20200427,MD,1513
20200426,MD,1463
20200425,MD,1408
20200424,MD,1425
20200423,MD,1405
20200422,MD,1432
20200421,MD,1433
20200709,ME,16
20200708,ME,22
20200707,ME,22
20200706,ME,21
20200705,ME,25
20200704,ME,27
20200703,ME,27
20200702,ME,30
20200701,ME,29
20200630,ME,29
20200629,ME,31
20200628,ME,31
20200627,ME,24
20200626,ME,28
20200625,ME,25
20200624,ME,26
20200623,ME,24
20200622,ME,27
20200621,ME,26
20200620,ME,29
20200619,ME,26
20200618,ME,27
20200617,ME,27
20200616,ME,30
20200615,ME,31
20200614,ME,29
20200613,ME,29
20200612,ME,32
20200611,ME,29
20200610,ME,27
20200609,ME,29
20200608,ME,37
20200607,ME,34
20200606,ME,35
20200605,ME,35
20200604,ME,35
20200603,ME,44
20200602,ME,48
20200601,ME,52
20200531,ME,49
20200530,ME,46
20200529,ME,53
20200528,ME,58
20200527,ME,59
20200526,ME,60
20200525,ME,59
20200524,ME,59
20200523,ME,50
20200522,ME,45
20200521,ME,41
20200520,ME,43
20200519,ME,44
20200518,ME,42
20200517,ME,37
20200516,ME,37
20200515,ME,35
20200514,ME,37
20200513,ME,41
20200512,ME,34
20200511,ME,37
20200510,ME,36
20200509,ME,43
20200508,ME,44
20200507,ME,39
20200506,ME,37
20200505,ME,36
20200504,ME,37
20200503,ME,33
20200502,ME,36
20200501,ME,37
20200430,ME,35
20200429,ME,32
20200428,ME,33
20200427,ME,39
20200426,ME,39
20200425,ME,39
20200424,ME,39
20200423,ME,42
20200422,ME,42
20200421,ME,40
20200420,ME,39
20200419,ME,46
20200418,ME,49
20200417,ME,55
20200416,ME,47
20200415,ME,48
20200414,ME,58
20200413,ME,22
20200709,MI,505
20200708,MI,505
20200707,MI,505
20200706,MI,505
20200705,MI,548
20200704,MI,548
20200703,MI,548
20200702,MI,548
20200701,MI,471
20200630,MI,471
20200629,MI,557
20200628,MI,557
20200627,MI,557
20200626,MI,557
20200625,MI,557
20200624,MI,557
20200623,MI,557
20200622,MI,557
20200621,MI,324
20200620,MI,557
20200619,MI,557
20200618,MI,557
20200617,MI,562
20200616,MI,562
20200615,MI,562
20200614,MI,636
20200613,MI,636
20200612,MI,636
20200611,MI,661
20200610,MI,661
20200609,MI,661
20200608,MI,661
20200607,MI,864
20200606,MI,864
20200605,MI,617
20200604,MI,617
20200603,MI,646
20200602,MI,674
20200601,MI,674
20200531,MI,774
20200530,MI,774
20200529,MI,774
20200528,MI,860
20200527,MI,882
20200526,MI,953
20200525,MI,953
20200524,MI,953
20200523,MI,953
20200522,MI,955
20200521,MI,1054
20200520,MI,1066
20200519,MI,1079
20200518,MI,1075
20200517,MI,1114
20200516,MI,1256
20200515,MI,1256
20200514,MI,1330
20200513,MI,1384
20200512,MI,1384
20200511,MI,1424
20200510,MI,1437
20200509,MI,1531
20200508,MI,1637
20200507,MI,1697
20200506,MI,1818
20200505,MI,1948
20200504,MI,1948
20200503,MI,2100
20200502,MI,2100
20200501,MI,2319
20200430,MI,2319
20200429,MI,2498
20200428,MI,2623
20200427,MI,2667
20200426,MI,2757
20200425,MI,2889
20200424,MI,3022
20200423,MI,3611
20200422,MI,3305
20200421,MI,3357
20200420,MI,3374
20200419,MI,3403
20200418,MI,3634
20200417,MI,3674
20200416,MI,3809
20200415,MI,3918
20200414,MI,3910
20200413,MI,3986
20200412,MI,3636
20200411,MI,3636
20200410,MI,3823
20200409,MI,3826
20200709,MN,251
20200708,MN,265
20200707,MN,267
20200706,MN,258
20200705,MN,253
20200704,MN,270
20200703,MN,270
20200702,MN,274
20200701,MN,260
20200630,MN,270
20200629,MN,278
20200628,MN,288
20200627,MN,300
20200626,MN,335
20200625,MN,336
20200624,MN,340
20200623,MN,339
20200622,MN,332
20200621,MN,322
20200620,MN,324
20200619,MN,339
20200618,MN,345
20200617,MN,351
20200616,MN,357
20200615,MN,353
20200614,MN,369
20200613,MN,390
20200612,MN,403
20200611,MN,411
20200610,MN,427
20200609,MN,455
20200608,MN,452
20200607,MN,450
20200606,MN,473
20200605,MN,478
20200604,MN,512
20200603,MN,537
20200602,MN,537
20200601,MN,549
20200531,MN,555
20200530,MN,589
20200529,MN,592
20200528,MN,606
20200527,MN,598
20200526,MN,570
20200525,MN,605
20200524,MN,553
20200523,MN,568
20200522,MN,534
20200521,MN,566
20200520,MN,550
20200519,MN,545
20200518,MN,488
20200517,MN,487
20200516,MN,493
20200515,MN,498
20200514,MN,498
20200513,MN,494
20200512,MN,496
20200511,MN,452
20200510,MN,434
20200509,MN,476
20200508,MN,473
20200507,MN,435
20200506,MN,443
20200505,MN,434
20200504,MN,396
20200503,MN,373
20200502,MN,389
20200501,MN,369
20200430,MN,365
20200429,MN,320
20200428,MN,314
20200427,MN,292
20200426,MN,285
20200425,MN,288
20200424,MN,278
20200423,MN,268
20200422,MN,240
20200421,MN,237
20200420,MN,237
20200419,MN,228
20200418,MN,239
20200417,MN,223
20200416,MN,213
20200415,MN,197
20200414,MN,177
20200413,MN,157
20200412,MN,157
20200411,MN,145
20200410,MN,143
20200409,MN,145
20200408,MN,135
20200407,MN,120
20200406,MN,115
20200405,MN,106
20200404,MN,95
20200403,MN,86
20200402,MN,75
20200401,MN,54
20200331,MN,56
20200330,MN,56
20200329,MN,39
20200328,MN,30
20200327,MN,34
20200326,MN,31
20200325,MN,26
20200709,MO,811
20200708,MO,694
20200707,MO,676
20200706,MO,740
20200705,MO,739
20200704,MO,740
20200703,MO,716
20200702,MO,716
20200701,MO,592
20200630,MO,599
20200629,MO,599
20200628,MO,412
20200627,MO,680
20200626,MO,600
20200625,MO,546
20200624,MO,546
20200623,MO,595
20200622,MO,415
20200621,MO,415
20200620,MO,415
20200619,MO,594
20200618,MO,533
20200617,MO,533
20200616,MO,524
20200615,MO,612
20200614,MO,647
20200613,MO,595
20200612,MO,593
20200611,MO,537
20200610,MO,533
20200609,MO,533
20200608,MO,611
20200607,MO,657
20200606,MO,666
20200605,MO,666
20200604,MO,599
20200603,MO,571
20200602,MO,693
20200601,MO,693
20200531,MO,718
20200530,MO,679
20200529,MO,650
20200528,MO,648
20200527,MO,644
20200526,MO,500
20200525,MO,729
20200524,MO,742
20200523,MO,742
20200522,MO,711
20200521,MO,697
20200520,MO,546
20200519,MO,721
20200518,MO,570
20200517,MO,775
20200516,MO,775
20200515,MO,812
20200514,MO,796
20200513,MO,771
20200512,MO,787
20200511,MO,824
20200510,MO,824
20200509,MO,855
20200508,MO,832
20200507,MO,917
20200506,MO,953
20200505,MO,893
20200504,MO,858
20200503,MO,896
20200502,MO,896
20200501,MO,883
20200430,MO,853
20200429,MO,891
20200428,MO,655
20200427,MO,679
20200426,MO,679
20200425,MO,850
20200424,MO,877
20200423,MO,884
20200422,MO,1001
20200421,MO,1001
20200420,MO,873
20200419,MO,875
20200418,MO,875
20200417,MO,1043
20200416,MO,1043
20200415,MO,1024
20200414,MO,1041
20200413,MO,988
20200412,MO,988
20200411,MO,506
20200410,MO,568
20200409,MO,568
20200408,MO,519
20200407,MO,508
20200406,MO,439
20200405,MO,424
20200404,MO,413
20200709,MS,941
20200708,MS,883
20200707,MS,885
20200706,MS,825
20200705,MS,872
20200704,MS,872
20200703,MS,863
20200702,MS,863
20200701,MS,786
20200630,MS,779
20200629,MS,719
20200628,MS,676
20200627,MS,731
20200626,MS,769
20200625,MS,755
20200624,MS,767
20200623,MS,664
20200622,MS,710
20200621,MS,689
20200620,MS,465
20200619,MS,661
20200618,MS,668
20200617,MS,668
20200616,MS,668
20200615,MS,661
20200614,MS,667
20200613,MS,684
20200612,MS,710
20200611,MS,655
20200610,MS,655
20200609,MS,598
20200608,MS,598
20200607,MS,585
20200606,MS,604
20200605,MS,604
20200604,MS,633
20200603,MS,602
20200602,MS,584
20200601,MS,584
20200531,MS,570
20200530,MS,593
20200529,MS,584
20200528,MS,594
20200527,MS,547
20200526,MS,561
20200525,MS,566
20200524,MS,512
20200523,MS,590
20200522,MS,557
20200521,MS,638
20200520,MS,644
20200519,MS,611
20200518,MS,559
20200517,MS,608
20200516,MS,641
20200515,MS,573
20200514,MS,589
20200513,MS,604
20200512,MS,604
20200511,MS,507
20200510,MS,645
20200509,MS,607
20200508,MS,632
20200507,MS,650
20200506,MS,618
20200505,MS,645
20200504,MS,646
20200503,MS,667
20200502,MS,632
20200501,MS,651
20200430,MS,639
20200429,MS,677
20200428,MS,639
20200427,MS,590
20200426,MS,644
20200425,MS,649
20200424,MS,586
20200423,MS,595
20200422,MS,628
20200421,MS,548
20200420,MS,548
20200709,MT,24
20200708,MT,22
20200707,MT,22
20200706,MT,20
20200705,MT,20
20200704,MT,20
20200703,MT,17
20200702,MT,14
20200701,MT,14
20200630,MT,12
20200629,MT,13
20200628,MT,11
20200627,MT,9
20200626,MT,14
20200625,MT,15
20200624,MT,17
20200623,MT,15
20200622,MT,15
20200621,MT,15
20200620,MT,10
20200619,MT,9
20200618,MT,8
20200617,MT,5
20200616,MT,8
20200615,MT,7
20200614,MT,6
20200613,MT,7
20200612,MT,7
20200611,MT,7
20200610,MT,7
20200609,MT,5
20200608,MT,2
20200607,MT,2
20200606,MT,1
20200605,MT,1
20200604,MT,1
20200603,MT,1
20200602,MT,1
20200601,MT,2
20200531,MT,2
20200530,MT,2
20200529,MT,2
20200528,MT,1
20200527,MT,2
20200526,MT,2
20200525,MT,3
20200524,MT,3
20200523,MT,3
20200522,MT,3
20200521,MT,3
20200520,MT,3
20200519,MT,5
20200518,MT,4
20200517,MT,3
20200516,MT,3
20200515,MT,3
20200514,MT,3
20200513,MT,3
20200512,MT,4
20200511,MT,4
20200510,MT,4
20200509,MT,4
20200508,MT,6
20200507,MT,6
20200506,MT,6
20200505,MT,6
20200504,MT,6
20200503,MT,5
20200502,MT,5
20200501,MT,5
20200430,MT,5
20200429,MT,5
20200428,MT,10
20200427,MT,11
20200426,MT,11
20200425,MT,11
20200424,MT,12
20200423,MT,13
20200422,MT,13
20200421,MT,14
20200420,MT,19
20200419,MT,18
20200418,MT,17
20200417,MT,21
20200416,MT,21
20200415,MT,21
20200414,MT,24
20200413,MT,21
20200412,MT,22
20200411,MT,21
20200410,MT,29
20200409,MT,13
20200709,NC,1034
20200708,NC,994
20200707,NC,989
20200706,NC,982
20200705,NC,949
20200704,NC,945
20200703,NC,951
20200702,NC,912
20200701,NC,901
20200630,NC,908
20200629,NC,843
20200628,NC,890
20200627,NC,888
20200626,NC,892
20200625,NC,891
20200624,NC,906
20200623,NC,915
20200622,NC,870
20200621,NC,845
20200620,NC,883
20200619,NC,871
20200618,NC,857
20200617,NC,846
20200616,NC,829
20200615,NC,797
20200614,NC,798
20200613,NC,823
20200612,NC,760
20200611,NC,812
20200610,NC,780
20200609,NC,774
20200608,NC,739
20200607,NC,696
20200606,NC,708
20200605,NC,717
20200604,NC,659
20200603,NC,684
20200602,NC,716
20200601,NC,650
20200531,NC,649
20200530,NC,638
20200529,NC,680
20200528,NC,708
20200527,NC,702
20200526,NC,621
20200525,NC,627
20200524,NC,587
20200523,NC,589
20200522,NC,568
20200521,NC,578
20200520,NC,554
20200519,NC,585
20200518,NC,511
20200517,NC,493
20200516,NC,481
20200515,NC,492
20200514,NC,507
20200513,NC,521
20200512,NC,475
20200511,NC,464
20200510,NC,442
20200509,NC,513
20200508,NC,515
20200507,NC,525
20200506,NC,516
20200505,NC,534
20200504,NC,498
20200503,NC,475
20200502,NC,502
20200501,NC,547
20200430,NC,546
20200429,NC,551
20200428,NC,463
20200427,NC,473
20200426,NC,451
20200425,NC,456
20200424,NC,477
20200423,NC,486
20200422,NC,434
20200421,NC,427
20200420,NC,373
20200419,NC,465
20200418,NC,388
20200417,NC,429
20200416,NC,452
20200415,NC,431
20200414,NC,418
20200413,NC,313
20200412,NC,331
20200411,NC,362
20200410,NC,423
20200409,NC,398
20200408,NC,386
20200407,NC,354
20200406,NC,270
20200405,NC,261
20200404,NC,271
20200403,NC,184
20200402,NC,184
20200401,NC,204
20200331,NC,157
20200330,NC,137
20200329,NC,91
20200328,NC,87
20200327,NC,77
20200326,NC,29
20200325,NC,29
20200709,ND,30
20200708,ND,26
20200707,ND,24
20200706,ND,22
20200705,ND,22
20200704,ND,22
20200703,ND,20
20200702,ND,19
20200701,ND,20
20200630,ND,25
20200629,ND,25
20200628,ND,24
20200627,ND,23
20200626,ND,23
20200625,ND,25
20200624,ND,27
20200623,ND,28
20200622,ND,31
20200621,ND,31
20200620,ND,28
20200619,ND,26
20200618,ND,26
20200617,ND,25
20200616,ND,26
20200615,ND,31
20200614,ND,35
20200613,ND,35
20200612,ND,35
20200611,ND,32
20200610,ND,33
20200609,ND,32
20200608,ND,29
20200607,ND,28
20200606,ND,29
20200605,ND,30
20200604,ND,32
20200603,ND,34
20200602,ND,34
20200601,ND,35
20200531,ND,36
20200530,ND,34
20200529,ND,36
20200528,ND,35
20200527,ND,40
20200526,ND,40
20200525,ND,41
20200524,ND,40
20200523,ND,39
20200522,ND,39
20200521,ND,39
20200520,ND,38
20200519,ND,32
20200518,ND,32
20200517,ND,30
20200516,ND,33
20200515,ND,35
20200514,ND,38
20200513,ND,37
20200512,ND,38
20200511,ND,34
20200510,ND,29
20200509,ND,34
20200508,ND,33
20200507,ND,35
20200506,ND,32
20200505,ND,31
20200504,ND,31
20200503,ND,31
20200502,ND,32
20200501,ND,27
20200430,ND,30
20200429,ND,28
20200428,ND,25
20200427,ND,23
20200426,ND,18
20200425,ND,17
20200424,ND,17
20200423,ND,18
20200422,ND,23
20200421,ND,17
20200420,ND,17
20200419,ND,15
20200418,ND,13
20200417,ND,16
20200416,ND,14
20200415,ND,13
20200414,ND,13
20200413,ND,13
20200412,ND,12
20200411,ND,10
20200410,ND,13
20200409,ND,14
20200408,ND,16
20200407,ND,18
20200406,ND,19
20200405,ND,20
20200709,NE,97
20200708,NE,102
20200707,NE,109
20200706,NE,101
20200705,NE,109
20200704,NE,111
20200703,NE,121
20200702,NE,117
20200701,NE,120
20200630,NE,121
20200629,NE,117
20200628,NE,123
20200627,NE,125
20200626,NE,126
20200625,NE,131
20200624,NE,125
20200623,NE,135
20200622,NE,141
20200621,NE,140
20200620,NE,141
20200619,NE,149
20200618,NE,156
20200617,NE,156
20200616,NE,160
20200615,NE,160
20200614,NE,156
20200613,NE,157
20200612,NE,164
20200611,NE,175
20200610,NE,181
20200609,NE,176
20200608,NE,166
20200607,NE,167
20200606,NE,181
20200605,NE,190
20200604,NE,211
20200603,NE,194
20200513,NE,192
20200512,NE,192
20200709,NH,22
20200708,NH,24
20200707,NH,25
20200706,NH,25
20200705,NH,25
20200704,NH,25
20200703,NH,31
20200702,NH,32
20200701,NH,37
20200630,NH,34
20200629,NH,34
20200628,NH,35
20200627,NH,32
20200626,NH,32
20200625,NH,49
20200624,NH,51
20200623,NH,54
20200622,NH,55
20200621,NH,55
20200620,NH,61
20200619,NH,56
20200618,NH,56
20200617,NH,62
20200616,NH,69
20200615,NH,69
20200614,NH,70
20200613,NH,76
20200612,NH,73
20200611,NH,81
20200610,NH,80
20200609,NH,78
20200608,NH,86
20200607,NH,84
20200606,NH,84
20200605,NH,86
20200604,NH,88
20200603,NH,97
20200602,NH,98
20200601,NH,96
20200531,NH,107
20200530,NH,105
20200529,NH,110
20200528,NH,105
20200527,NH,91
20200526,NH,91
20200525,NH,92
20200524,NH,93
20200523,NH,93
20200522,NH,97
20200521,NH,103
20200520,NH,105
20200519,NH,109
20200518,NH,114
20200517,NH,115
20200516,NH,110
20200515,NH,115
20200514,NH,126
20200513,NH,121
20200512,NH,117
20200511,NH,113
20200510,NH,107
20200509,NH,112
20200508,NH,113
20200507,NH,113
20200506,NH,115
20200505,NH,111
20200504,NH,103
20200503,NH,103
20200502,NH,103
20200501,NH,112
20200430,NH,107
20200429,NH,106
20200428,NH,99
20200427,NH,101
20200426,NH,95
20200425,NH,89
20200424,NH,92
20200423,NH,91
20200422,NH,94
20200421,NH,78
20200420,NH,79
20200419,NH,85
20200418,NH,86
20200417,NH,74
20200416,NH,70
20200415,NH,70
20200414,NH,72
20200709,NJ,963
20200708,NJ,935
20200707,NJ,903
20200706,NJ,861
20200705,NJ,917
20200704,NJ,983
20200703,NJ,1028
20200702,NJ,1027
20200701,NJ,1080
20200630,NJ,992
20200629,NJ,978
20200628,NJ,1014
20200627,NJ,1103
20200626,NJ,1118
20200625,NJ,1182
20200624,NJ,1196
20200623,NJ,1092
20200622,NJ,1033
20200621,NJ,1105
20200620,NJ,1125
20200619,NJ,1177
20200618,NJ,1258
20200617,NJ,1352
20200616,NJ,1291
20200615,NJ,1342
20200614,NJ,1391
20200613,NJ,1395
20200612,NJ,1480
20200611,NJ,1512
20200610,NJ,1701
20200609,NJ,1736
20200608,NJ,1740
20200607,NJ,1882
20200606,NJ,1933
20200605,NJ,1933
20200604,NJ,1982
20200603,NJ,2250
20200602,NJ,2370
20200601,NJ,2466
20200531,NJ,2497
20200530,NJ,2626
20200529,NJ,2707
20200528,NJ,2797
20200527,NJ,2761
20200526,NJ,2723
20200525,NJ,2755
20200524,NJ,2857
20200523,NJ,2974
20200522,NJ,3049
20200521,NJ,3208
20200520,NJ,3405
20200519,NJ,3481
20200518,NJ,3509
20200517,NJ,3411
20200516,NJ,3564
20200515,NJ,3823
20200514,NJ,3958
20200513,NJ,4226
20200512,NJ,4328
20200511,NJ,4195
20200510,NJ,4308
20200509,NJ,4628
20200508,NJ,4605
20200507,NJ,4996
20200506,NJ,5221
20200505,NJ,5328
20200504,NJ,5287
20200503,NJ,5317
20200502,NJ,5713
20200501,NJ,5972
20200430,NJ,6137
20200429,NJ,6289
20200428,NJ,6476
20200427,NJ,6407
20200426,NJ,6573
20200425,NJ,6722
20200424,NJ,6847
20200423,NJ,7240
20200422,NJ,7210
20200421,NJ,7594
20200420,NJ,6986
20200419,NJ,7494
20200418,NJ,7718
20200417,NJ,8011
20200416,NJ,8224
20200415,NJ,8270
20200414,NJ,8185
20200413,NJ,7781
20200412,NJ,7604
20200411,NJ,7618
20200410,NJ,7570
20200409,NJ,7363
20200408,NJ,7026
20200407,NJ,7017
20200406,NJ,6390
20200405,NJ,4000
20200404,NJ,4000
20200403,NJ,3016
20200402,NJ,2000
20200401,NJ,2000
20200331,NJ,2000
20200330,NJ,2000
20200329,NJ,2000
20200328,NJ,2000
20200327,NJ,2000
20200326,NJ,1080
20200709,NM,154
20200708,NM,133
20200707,NM,129
20200706,NM,119
20200705,NM,121
20200704,NM,130
20200703,NM,127
20200702,NM,127
20200701,NM,127
20200630,NM,119
20200629,NM,114
20200628,NM,122
20200627,NM,128
20200626,NM,135
20200625,NM,149
20200624,NM,141
20200623,NM,139
20200622,NM,134
20200621,NM,134
20200620,NM,147
20200619,NM,157
20200618,NM,161
20200617,NM,156
20200616,NM,161
20200615,NM,162
20200614,NM,172
20200613,NM,179
20200612,NM,179
20200611,NM,197
20200610,NM,193
20200609,NM,183
20200608,NM,177
20200607,NM,176
20200606,NM,175
20200605,NM,170
20200604,NM,170
20200603,NM,182
20200602,NM,191
20200601,NM,182
20200531,NM,189
20200530,NM,193
20200529,NM,196
20200528,NM,210
20200527,NM,211
20200526,NM,216
20200525,NM,213
20200524,NM,208
20200523,NM,206
20200522,NM,205
20200521,NM,206
20200520,NM,204
20200519,NM,213
20200518,NM,211
20200517,NM,208
20200516,NM,223
20200515,NM,209
20200514,NM,200
20200513,NM,199
20200512,NM,207
20200511,NM,194
20200510,NM,198
20200509,NM,201
20200508,NM,197
20200507,NM,193
20200506,NM,178
20200505,NM,181
20200504,NM,164
20200503,NM,168
20200502,NM,159
20200501,NM,172
20200430,NM,163
20200429,NM,157
20200428,NM,155
20200427,NM,148
20200426,NM,152
20200425,NM,152
20200424,NM,123
20200423,NM,121
20200422,NM,119
20200421,NM,116
20200420,NM,103
20200419,NM,92
20200418,NM,96
20200417,NM,90
20200416,NM,90
20200415,NM,87
20200414,NM,87
20200413,NM,80
20200412,NM,78
20200411,NM,75
20200410,NM,73
20200409,NM,59
20200408,NM,51
20200407,NM,48
20200406,NM,45
20200405,NM,37
20200404,NM,41
20200403,NM,31
20200402,NM,31
20200401,NM,24
20200331,NM,22
20200330,NM,22
20200329,NM,19
20200328,NM,17
20200709,NV,935
20200708,NV,876
20200707,NV,849
20200706,NV,748
20200705,NV,760
20200704,NV,749
20200703,NV,704
20200702,NV,662
20200701,NV,630
20200630,NV,593
20200629,NV,555
20200628,NV,511
20200627,NV,503
20200626,NV,471
20200625,NV,467
20200624,NV,439
20200623,NV,389
20200622,NV,373
20200621,NV,370
20200620,NV,370
20200619,NV,370
20200618,NV,357
20200617,NV,360
20200616,NV,349
20200615,NV,346
20200614,NV,332
20200613,NV,351
20200612,NV,328
20200611,NV,337
20200610,NV,359
20200609,NV,350
20200608,NV,339
20200607,NV,348
20200606,NV,348
20200605,NV,341
20200604,NV,364
20200603,NV,372
20200602,NV,365
20200601,NV,361
20200531,NV,336
20200530,NV,371
20200529,NV,371
20200528,NV,439
20200527,NV,435
20200526,NV,390
20200525,NV,380
20200524,NV,373
20200523,NV,402
20200522,NV,404
20200521,NV,410
20200520,NV,437
20200519,NV,405
20200518,NV,423
20200517,NV,423
20200516,NV,423
20200515,NV,425
20200514,NV,515
20200513,NV,522
20200512,NV,522
20200511,NV,482
20200510,NV,444
20200412,NV,282
20200411,NV,282
20200410,NV,282
20200409,NV,282
20200408,NV,282
20200407,NV,282
20200709,NY,851
20200708,NY,841
20200707,NY,836
20200706,NY,817
20200705,NY,832
20200704,NY,844
20200703,NY,857
20200702,NY,878
20200701,NY,879
20200630,NY,891
20200629,NY,853
20200628,NY,869
20200627,NY,908
20200626,NY,951
20200625,NY,996
20200624,NY,1071
20200623,NY,1104
20200622,NY,1122
20200621,NY,1142
20200620,NY,1220
20200619,NY,1284
20200618,NY,1358
20200617,NY,1479
20200616,NY,1538
20200615,NY,1608
20200614,NY,1657
20200613,NY,1734
20200612,NY,1898
20200611,NY,2042
20200610,NY,2190
20200609,NY,2344
20200608,NY,2371
20200607,NY,2427
20200606,NY,2603
20200605,NY,2728
20200604,NY,2849
20200603,NY,2978
20200602,NY,3121
20200601,NY,3331
20200531,NY,3436
20200530,NY,3619
20200529,NY,3781
20200528,NY,4010
20200527,NY,4208
20200526,NY,4265
20200525,NY,4348
20200524,NY,4393
20200523,NY,4642
20200522,NY,4844
20200521,NY,5187
20200520,NY,5570
20200519,NY,5818
20200518,NY,5840
20200517,NY,5897
20200516,NY,6220
20200515,NY,6394
20200514,NY,6706
20200513,NY,6946
20200512,NY,7063
20200511,NY,7226
20200510,NY,7262
20200509,NY,7776
20200508,NY,8196
20200507,NY,8665
20200506,NY,9179
20200505,NY,9600
20200504,NY,9647
20200503,NY,9786
20200502,NY,10350
20200501,NY,10993
20200430,NY,11598
20200429,NY,12159
20200428,NY,12646
20200427,NY,12819
20200426,NY,12839
20200425,NY,13524
20200424,NY,14258
20200423,NY,15021
20200422,NY,15599
20200421,NY,16135
20200420,NY,16103
20200419,NY,16213
20200418,NY,16967
20200417,NY,17316
20200416,NY,17735
20200415,NY,18335
20200414,NY,18697
20200413,NY,18825
20200412,NY,18707
20200411,NY,18654
20200410,NY,18569
20200409,NY,18279
20200408,NY,18079
20200407,NY,17493
20200406,NY,16837
20200405,NY,16479
20200404,NY,15905
20200403,NY,14810
20200402,NY,13383
20200401,NY,12226
20200331,NY,10929
20200330,NY,9517
20200329,NY,8503
20200328,NY,7328
20200327,NY,6481
20200326,NY,5327
20200325,NY,4079
20200324,NY,3343
20200323,NY,2629
20200322,NY,2043
20200321,NY,1436
20200320,NY,1042
20200319,NY,617
20200318,NY,416
20200317,NY,325
20200709,OH,890
20200708,OH,890
20200707,OH,849
20200706,OH,837
20200705,OH,693
20200704,OH,691
20200703,OH,740
20200702,OH,724
20200701,OH,724
20200630,OH,722
20200629,OH,669
20200628,OH,661
20200627,OH,561
20200626,OH,624
20200625,OH,624
20200624,OH,592
20200623,OH,570
20200622,OH,549
20200621,OH,496
20200620,OH,482
20200619,OH,525
20200618,OH,547
20200617,OH,541
20200616,OH,528
20200615,OH,513
20200614,OH,511
20200613,OH,516
20200612,OH,547
20200611,OH,563
20200610,OH,575
20200609,OH,639
20200608,OH,644
20200607,OH,603
20200606,OH,628
20200605,OH,671
20200604,OH,693
20200603,OH,704
20200602,OH,697
20200601,OH,761
20200531,OH,779
20200530,OH,806
20200529,OH,833
20200528,OH,812
20200527,OH,885
20200526,OH,937
20200525,OH,872
20200524,OH,864
20200523,OH,858
20200522,OH,879
20200521,OH,892
20200520,OH,902
20200519,OH,913
20200518,OH,912
20200517,OH,914
20200516,OH,866
20200515,OH,944
20200514,OH,953
20200513,OH,924
20200512,OH,1032
20200511,OH,1011
20200510,OH,962
20200509,OH,929
20200508,OH,1060
20200507,OH,1057
20200506,OH,1045
20200505,OH,1069
20200504,OH,1078
20200503,OH,931
20200502,OH,1003
20200709,OK,453
20200708,OK,458
20200707,OK,426
