date,state,hospitalized
20200706,OK,391
20200705,OK,391
20200704,OK,391
20200703,OK,391
20200702,OK,368
20200701,OK,374
20200630,OK,315
20200629,OK,329
20200628,OK,329
20200627,OK,329
20200626,OK,308
20200625,OK,277
20200624,OK,268
20200623,OK,265
20200622,OK,197
20200621,OK,197
20200620,OK,197
20200619,OK,211
20200618,OK,197
20200617,OK,181
20200616,OK,172
20200615,OK,149
20200614,OK,149
20200613,OK,154
20200612,OK,154
20200611,OK,153
20200610,OK,150
20200609,OK,148
20200608,OK,158
20200607,OK,158
20200606,OK,158
20200605,OK,164
20200604,OK,148
20200603,OK,136
20200602,OK,124
20200601,OK,154
20200531,OK,154
20200530,OK,154
20200529,OK,160
20200528,OK,181
20200527,OK,156
20200526,OK,174
20200524,OK,174
20200523,OK,174
20200522,OK,190
20200521,OK,201
20200520,OK,209
20200519,OK,167
20200518,OK,76
20200517,OK,180
20200516,OK,180
20200515,OK,215
20200514,OK,217
20200513,OK,218
20200512,OK,190
20200511,OK,177
20200510,OK,177
20200509,OK,177
20200508,OK,228
20200507,OK,223
20200506,OK,230
20200505,OK,236
20200504,OK,236
20200503,OK,236
20200502,OK,236
20200501,OK,255
20200430,OK,291
20200429,OK,283
20200428,OK,288
20200427,OK,306
20200426,OK,306
20200425,OK,306
20200424,OK,310
20200423,OK,284
20200422,OK,298
20200421,OK,346
20200420,OK,307
20200419,OK,307
20200418,OK,307
20200417,OK,325
20200416,OK,236
20200415,OK,194
20200414,OK,194
20200413,OK,383
20200412,OK,383
20200411,OK,383
20200410,OK,186
20200409,OK,188
20200408,OK,188
20200407,OK,186
20200406,OK,161
20200403,OK,171
20200402,OK,182
20200401,OK,174
20200709,OR,192
20200708,OR,188
20200707,OR,191
20200706,OR,183
20200705,OR,173
20200704,OR,173
20200703,OR,173
20200702,OR,173
20200701,OR,192
20200630,OR,149
20200629,OR,151
20200628,OR,149
20200627,OR,149
20200626,OR,149
20200625,OR,189
20200624,OR,185
20200623,OR,184
20200622,OR,145
20200621,OR,154
20200620,OR,154
20200619,OR,154
20200618,OR,141
20200617,OR,158
20200616,OR,141
20200615,OR,133
20200614,OR,133
20200613,OR,133
20200612,OR,133
20200611,OR,130
20200610,OR,136
20200609,OR,145
20200608,OR,137
20200607,OR,121
20200606,OR,121
20200605,OR,121
20200604,OR,124
20200603,OR,112
20200602,OR,102
20200601,OR,108
20200531,OR,117
20200530,OR,131
20200529,OR,155
20200528,OR,149
20200527,OR,146
20200526,OR,149
20200525,OR,125
20200524,OR,117
20200523,OR,102
20200522,OR,146
20200521,OR,140
20200520,OR,152
20200519,OR,137
20200518,OR,137
20200517,OR,156
20200516,OR,153
20200515,OR,161
20200514,OR,163
20200513,OR,162
20200512,OR,165
20200511,OR,164
20200510,OR,164
20200509,OR,139
20200508,OR,159
20200507,OR,171
20200506,OR,191
20200505,OR,219
20200504,OR,207
20200503,OR,205
20200502,OR,209
20200501,OR,208
20200430,OR,243
20200429,OR,227
20200428,OR,249
20200427,OR,249
20200426,OR,249
20200425,OR,261
20200424,OR,258
20200423,OR,304
20200422,OR,302
20200421,OR,297
20200420,OR,303
20200419,OR,290
20200418,OR,290
20200417,OR,301
20200416,OR,307
20200415,OR,305
20200414,OR,311
20200413,OR,321
20200412,OR,295
20200411,OR,140
20200410,OR,146
20200409,OR,146
20200408,OR,156
20200403,OR,188
20200402,OR,134
20200401,OR,132
20200331,OR,132
20200330,OR,132
20200329,OR,107
20200328,OR,107
20200327,OR,91
20200709,PA,650
20200708,PA,649
20200707,PA,637
20200706,PA,598
20200705,PA,592
20200704,PA,589
20200703,PA,598
20200702,PA,631
20200701,PA,632
20200630,PA,634
20200629,PA,635
20200628,PA,648
20200627,PA,651
20200626,PA,661
20200625,PA,704
20200624,PA,707
20200623,PA,738
20200622,PA,745
20200621,PA,735
20200620,PA,715
20200619,PA,731
20200618,PA,740
20200617,PA,788
20200616,PA,800
20200615,PA,851
20200614,PA,852
20200613,PA,875
20200612,PA,899
20200611,PA,946
20200610,PA,992
20200609,PA,1032
20200608,PA,1174
20200607,PA,1174
20200606,PA,1174
20200605,PA,1174
20200604,PA,1174
20200603,PA,1164
20200602,PA,1302
20200601,PA,1302
20200531,PA,1352
20200530,PA,1352
20200529,PA,1445
20200528,PA,1476
20200527,PA,1493
20200526,PA,1493
20200525,PA,1628
20200524,PA,1533
20200523,PA,1560
20200522,PA,1580
20200521,PA,1654
20200520,PA,1818
20200519,PA,1861
20200518,PA,1885
20200517,PA,1821
20200516,PA,1873
20200515,PA,1934
20200514,PA,1983
20200513,PA,2012
20200512,PA,2187
20200511,PA,2176
20200510,PA,2230
20200509,PA,2285
20200508,PA,2342
20200507,PA,2420
20200506,PA,2545
20200505,PA,2580
20200504,PA,2708
20200503,PA,2645
20200502,PA,2673
20200501,PA,2683
20200430,PA,2707
20200429,PA,2781
20200428,PA,2781
20200427,PA,2800
20200426,PA,2736
20200425,PA,2748
20200424,PA,2746
20200423,PA,2750
20200422,PA,2764
20200421,PA,2743
20200420,PA,2701
20200419,PA,2634
20200418,PA,2613
20200417,PA,2603
20200416,PA,2512
20200415,PA,2395
20200414,PA,2317
20200413,PA,2243
20200412,PA,2097
20200411,PA,2115
20200410,PA,2072
20200409,PA,2051
20200408,PA,1898
20200407,PA,1665
20200709,RI,55
20200708,RI,56
20200707,RI,55
20200706,RI,61
20200705,RI,61
20200704,RI,61
20200703,RI,61
20200702,RI,67
20200701,RI,69
20200630,RI,74
20200629,RI,73
20200628,RI,91
20200627,RI,91
20200626,RI,91
20200625,RI,103
20200624,RI,104
20200623,RI,105
20200622,RI,106
20200621,RI,123
20200620,RI,123
20200619,RI,123
20200618,RI,126
20200617,RI,126
20200616,RI,129
20200615,RI,127
20200614,RI,141
20200613,RI,141
20200612,RI,141
20200611,RI,146
20200610,RI,148
20200609,RI,144
20200608,RI,146
20200607,RI,182
20200606,RI,182
20200605,RI,182
20200604,RI,185
20200603,RI,189
20200602,RI,188
20200601,RI,195
20200531,RI,206
20200530,RI,219
20200529,RI,219
20200528,RI,222
20200527,RI,218
20200526,RI,226
20200525,RI,240
20200524,RI,240
20200523,RI,233
20200522,RI,242
20200521,RI,254
20200520,RI,257
20200519,RI,247
20200518,RI,236
20200517,RI,260
20200516,RI,273
20200515,RI,272
20200514,RI,271
20200513,RI,269
20200512,RI,277
20200511,RI,276
20200510,RI,283
20200509,RI,292
20200508,RI,312
20200507,RI,318
20200506,RI,324
20200505,RI,327
20200504,RI,339
20200503,RI,330
20200502,RI,333
20200501,RI,352
20200430,RI,339
20200429,RI,269
20200428,RI,266
20200427,RI,266
20200426,RI,258
20200425,RI,263
20200424,RI,267
20200423,RI,316
20200422,RI,314
20200421,RI,309
20200420,RI,297
20200419,RI,298
20200418,RI,293
20200417,RI,252
20200416,RI,245
20200415,RI,229
20200414,RI,213
20200413,RI,197
20200412,RI,201
20200411,RI,183
20200410,RI,169
20200409,RI,160
20200408,RI,143
20200407,RI,123
20200406,RI,109
20200405,RI,103
20200404,RI,93
20200403,RI,77
20200402,RI,72
20200401,RI,60
20200331,RI,59
20200330,RI,41
20200329,RI,35
20200328,RI,29
20200327,RI,28
20200326,RI,23
20200325,RI,15
20200709,SC,1433
20200708,SC,1404
20200707,SC,1324
20200706,SC,1260
20200705,SC,1251
20200704,SC,1190
20200703,SC,1148
20200702,SC,1125
20200701,SC,1160
20200630,SC,1021
20200629,SC,1032
20200628,SC,954
20200627,SC,908
20200626,SC,906
20200625,SC,881
20200624,SC,832
20200623,SC,824
20200622,SC,731
20200621,SC,692
20200620,SC,673
20200619,SC,660
20200618,SC,626
20200617,SC,607
20200616,SC,571
20200615,SC,536
20200614,SC,521
20200613,SC,523
20200612,SC,512
20200611,SC,494
20200610,SC,513
20200609,SC,541
20200608,SC,507
20200607,SC,477
20200606,SC,453
20200605,SC,453
20200604,SC,453
20200603,SC,433
20200602,SC,425
20200601,SC,450
20200531,SC,402
20200530,SC,387
20200529,SC,399
20200528,SC,397
20200527,SC,398
20200526,SC,433
20200525,SC,407
20200524,SC,461
20200523,SC,430
20200522,SC,429
20200521,SC,414
20200709,SD,61
20200708,SD,54
20200707,SD,64
20200706,SD,59
20200705,SD,59
20200704,SD,54
20200703,SD,58
20200702,SD,64
20200701,SD,65
20200630,SD,62
20200629,SD,70
20200628,SD,75
20200627,SD,73
20200626,SD,79
20200625,SD,79
20200624,SD,81
20200623,SD,85
20200622,SD,88
20200621,SD,89
20200620,SD,91
20200619,SD,95
20200618,SD,93
20200617,SD,91
20200616,SD,92
20200615,SD,93
20200614,SD,87
20200613,SD,85
20200612,SD,87
20200611,SD,87
20200610,SD,101
20200609,SD,90
20200608,SD,92
20200607,SD,87
20200606,SD,93
20200605,SD,83
20200604,SD,86
20200603,SD,87
20200602,SD,89
20200601,SD,87
20200531,SD,86
20200530,SD,93
20200529,SD,95
20200528,SD,105
20200527,SD,101
20200526,SD,106
20200525,SD,99
20200524,SD,85
20200523,SD,90
20200522,SD,83
20200521,SD,91
20200520,SD,81
20200519,SD,75
20200518,SD,77
20200517,SD,77
20200516,SD,75
20200515,SD,80
20200514,SD,85
20200513,SD,79
20200512,SD,74
20200511,SD,78
20200510,SD,77
20200509,SD,79
20200508,SD,76
20200507,SD,70
20200506,SD,72
20200505,SD,75
20200504,SD,69
20200503,SD,71
20200502,SD,71
20200501,SD,69
20200430,SD,76
20200429,SD,69
20200428,SD,69
20200427,SD,61
20200426,SD,64
20200425,SD,61
20200424,SD,61
20200423,SD,58
20200422,SD,62
20200421,SD,65
20200709,TN,1135
20200708,TN,1160
20200707,TN,1112
20200706,TN,940
20200705,TN,949
20200704,TN,949
20200703,TN,949
20200702,TN,949
20200701,TN,955
20200630,TN,886
20200629,TN,839
20200628,TN,800
20200627,TN,705
20200626,TN,741
20200625,TN,741
20200624,TN,696
20200623,TN,721
20200622,TN,664
20200621,TN,605
20200620,TN,588
20200619,TN,635
20200618,TN,617
20200617,TN,632
20200616,TN,621
20200615,TN,642
20200614,TN,588
20200613,TN,583
20200612,TN,608
20200611,TN,606
20200610,TN,624
20200609,TN,587
20200608,TN,617
20200607,TN,561
20200606,TN,535
20200605,TN,505
20200604,TN,547
20200603,TN,548
20200602,TN,565
20200601,TN,504
20200531,TN,463
20200530,TN,516
20200529,TN,507
20200528,TN,545
20200527,TN,501
20200526,TN,582
20200525,TN,517
20200524,TN,526
20200523,TN,478
20200522,TN,570
20200521,TN,601
20200520,TN,652
20200519,TN,615
20200518,TN,638
20200517,TN,513
20200516,TN,515
20200515,TN,535
20200514,TN,599
20200513,TN,635
20200512,TN,591
20200511,TN,581
20200510,TN,484
20200509,TN,509
20200508,TN,550
20200507,TN,558
20200506,TN,557
20200505,TN,520
20200504,TN,499
20200503,TN,510
20200502,TN,474
20200501,TN,529
20200430,TN,605
20200429,TN,614
20200428,TN,611
20200427,TN,618
20200426,TN,568
20200425,TN,510
20200424,TN,593
20200423,TN,488
20200422,TN,441
20200421,TN,523
20200420,TN,505
20200419,TN,393
20200418,TN,593
20200417,TN,465
20200416,TN,444
20200415,TN,412
20200414,TN,443
20200413,TN,458
20200412,TN,324
20200411,TN,411
20200410,TN,561
20200409,TN,639
20200408,TN,708
20200407,TN,802
20200406,TN,834
20200405,TN,637
20200404,TN,601
20200403,TN,625
20200402,TN,656
20200401,TN,486
20200331,TN,9
20200709,TX,9689
20200708,TX,9610
20200707,TX,9286
20200706,TX,8698
20200705,TX,8181
20200704,TX,7890
20200703,TX,7652
20200702,TX,7382
20200701,TX,6904
20200630,TX,6533
20200629,TX,5913
20200628,TX,5497
20200627,TX,5523
20200626,TX,5102
20200625,TX,4739
20200624,TX,4389
20200623,TX,4092
20200622,TX,3711
20200621,TX,3409
20200620,TX,3247
20200619,TX,3148
20200618,TX,2947
20200617,TX,2793
20200616,TX,2518
20200615,TX,2326
20200614,TX,2287
20200613,TX,2242
20200612,TX,2166
20200611,TX,2008
20200610,TX,2153
20200609,TX,2056
20200608,TX,1935
20200607,TX,1878
20200606,TX,1822
20200605,TX,1855
20200604,TX,1796
20200603,TX,1487
20200602,TX,1773
20200601,TX,1756
20200531,TX,1684
20200530,TX,1752
20200529,TX,1701
20200528,TX,1692
20200527,TX,1645
20200526,TX,1534
20200525,TX,1511
20200524,TX,1572
20200523,TX,1688
20200522,TX,1578
20200521,TX,1680
20200520,TX,1791
20200519,TX,1732
20200518,TX,1551
20200517,TX,1512
20200516,TX,1791
20200515,TX,1716
20200514,TX,1648
20200513,TX,1676
20200512,TX,1725
20200511,TX,1525
20200510,TX,1626
20200509,TX,1735
20200508,TX,1734
20200507,TX,1750
20200506,TX,1812
20200505,TX,1888
20200504,TX,1533
20200503,TX,1540
20200502,TX,1725
20200501,TX,1778
20200430,TX,1686
20200429,TX,1702
20200428,TX,1682
20200427,TX,1563
20200426,TX,1542
20200425,TX,1597
20200424,TX,1674
20200423,TX,1649
20200422,TX,1678
20200421,TX,1419
20200420,TX,1411
20200419,TX,1471
20200418,TX,1321
20200417,TX,1522
20200416,TX,1459
20200415,TX,1538
20200414,TX,1409
20200413,TX,1176
20200412,TX,1338
20200411,TX,1514
20200410,TX,1532
20200409,TX,1439
20200408,TX,1491
20200407,TX,1252
20200406,TX,1153
20200405,TX,827
20200404,TX,196
20200403,TX,196
20200402,TX,196
20200401,TX,196
20200331,TX,196
20200709,UT,207
20200708,UT,236
20200707,UT,248
20200706,UT,244
20200705,UT,237
20200704,UT,255
20200703,UT,232
20200702,UT,229
20200701,UT,261
20200630,UT,250
20200629,UT,254
20200628,UT,289
20200627,UT,287
20200626,UT,238
20200625,UT,230
20200624,UT,245
20200623,UT,214
20200622,UT,198
20200621,UT,222
20200620,UT,232
20200619,UT,237
20200618,UT,282
20200617,UT,270
20200616,UT,271
20200615,UT,184
20200614,UT,178
20200613,UT,236
20200612,UT,197
20200611,UT,188
20200610,UT,223
20200609,UT,230
20200608,UT,182
20200607,UT,207
20200606,UT,147
20200605,UT,133
20200604,UT,164
20200603,UT,150
20200602,UT,159
20200601,UT,134
20200531,UT,142
20200530,UT,139
20200529,UT,135
20200528,UT,169
20200527,UT,127
20200526,UT,134
20200525,UT,131
20200524,UT,128
20200523,UT,165
20200522,UT,163
20200521,UT,169
20200520,UT,144
20200519,UT,96
20200518,UT,179
20200517,UT,181
20200516,UT,168
20200515,UT,161
20200514,UT,142
20200513,UT,158
20200512,UT,166
20200511,UT,160
20200510,UT,144
20200509,UT,172
20200508,UT,216
20200507,UT,194
20200709,VA,956
20200708,VA,971
20200707,VA,902
20200706,VA,783
20200705,VA,792
20200704,VA,808
20200703,VA,818
20200702,VA,888
20200701,VA,892
20200630,VA,902
20200629,VA,796
20200628,VA,818
20200627,VA,819
20200626,VA,854
20200625,VA,854
20200624,VA,886
20200623,VA,847
20200622,VA,848
20200621,VA,863
20200620,VA,880
20200619,VA,862
20200618,VA,857
20200617,VA,938
20200616,VA,904
20200615,VA,902
20200614,VA,958
20200613,VA,959
20200612,VA,1026
20200611,VA,1069
20200610,VA,1155
20200609,VA,1169
20200608,VA,1173
20200607,VA,1186
20200606,VA,1171
20200605,VA,1205
20200604,VA,1266
20200603,VA,1311
20200602,VA,1362
20200601,VA,1371
20200531,VA,1458
20200530,VA,1471
20200529,VA,1524
20200528,VA,1502
20200527,VA,1459
20200526,VA,1403
20200525,VA,1376
20200524,VA,1351
20200523,VA,1384
20200522,VA,1459
20200521,VA,1491
20200520,VA,1536
20200519,VA,1497
20200518,VA,1502
20200517,VA,1524
20200516,VA,1505
20200515,VA,1511
20200514,VA,1533
20200513,VA,1526
20200512,VA,1529
20200511,VA,1504
20200510,VA,1555
20200509,VA,1593
20200508,VA,1625
20200507,VA,1613
20200506,VA,1496
20200505,VA,1496
20200504,VA,1463
20200503,VA,1413
20200502,VA,1426
20200501,VA,1431
20200430,VA,1550
20200429,VA,1566
20200428,VA,1508
20200427,VA,1455
20200426,VA,1436
20200425,VA,1405
20200424,VA,1399
20200423,VA,1379
20200422,VA,1374
20200421,VA,1331
20200420,VA,1296
20200419,VA,1319
20200418,VA,1307
20200417,VA,1308
20200416,VA,1337
20200415,VA,1298
20200414,VA,1282
20200413,VA,1238
20200412,VA,751
20200411,VA,1252
20200410,VA,1238
20200409,VA,669
20200402,VA,246
20200709,VT,15
20200708,VT,14
20200707,VT,13
20200706,VT,24
20200705,VT,15
20200704,VT,16
20200703,VT,16
20200702,VT,21
20200701,VT,17
20200630,VT,16
20200629,VT,13
20200628,VT,15
20200627,VT,14
20200626,VT,14
20200625,VT,15
20200624,VT,13
20200623,VT,19
20200622,VT,8
20200621,VT,11
20200620,VT,9
20200619,VT,8
20200618,VT,11
20200617,VT,5
20200616,VT,12
20200615,VT,16
20200614,VT,26
20200613,VT,11
20200612,VT,16
20200611,VT,12
20200610,VT,11
20200609,VT,16
20200608,VT,13
20200607,VT,14
20200606,VT,16
20200605,VT,14
20200604,VT,13
20200603,VT,10
20200602,VT,10
20200601,VT,16
20200531,VT,18
20200530,VT,17
20200529,VT,14
20200528,VT,17
20200527,VT,21
20200526,VT,25
20200525,VT,19
20200524,VT,25
20200523,VT,21
20200522,VT,16
20200521,VT,14
20200520,VT,15
20200519,VT,24
20200518,VT,22
20200517,VT,14
20200516,VT,20
20200515,VT,17
20200514,VT,18
20200513,VT,17
20200512,VT,18
20200511,VT,14
20200510,VT,21
20200509,VT,21
20200508,VT,15
20200507,VT,14
20200506,VT,26
20200505,VT,33
20200504,VT,15
20200503,VT,19
20200502,VT,11
20200501,VT,19
20200430,VT,23
20200429,VT,26
20200428,VT,29
20200427,VT,33
20200426,VT,34
20200425,VT,37
20200424,VT,32
20200423,VT,44
20200422,VT,37
20200421,VT,41
20200420,VT,49
20200419,VT,53
20200418,VT,56
20200417,VT,32
20200416,VT,58
20200415,VT,63
20200414,VT,64
20200413,VT,33
20200412,VT,34
20200411,VT,77
20200410,VT,32
20200409,VT,33
20200408,VT,35
20200407,VT,29
20200406,VT,28
20200405,VT,29
20200404,VT,29
20200403,VT,29
20200402,VT,29
20200401,VT,30
20200331,VT,21
20200709,WA,329
20200708,WA,318
20200707,WA,222
20200706,WA,248
20200705,WA,305
20200704,WA,315
20200703,WA,334
20200702,WA,311
20200701,WA,288
20200630,WA,282
20200629,WA,270
20200628,WA,304
20200627,WA,305
20200626,WA,272
20200625,WA,304
20200624,WA,234
20200623,WA,204
20200622,WA,205
20200621,WA,267
20200620,WA,245
20200619,WA,276
20200618,WA,263
20200617,WA,256
20200616,WA,235
20200615,WA,197
20200614,WA,229
20200613,WA,225
20200612,WA,226
20200611,WA,226
20200610,WA,238
20200609,WA,205
20200608,WA,213
20200607,WA,205
20200606,WA,247
20200605,WA,285
20200604,WA,272
20200603,WA,263
20200602,WA,232
20200601,WA,245
20200531,WA,266
20200530,WA,319
20200529,WA,317
20200528,WA,325
20200527,WA,241
20200526,WA,267
20200525,WA,207
20200524,WA,313
20200523,WA,332
20200522,WA,332
20200521,WA,242
20200520,WA,168
20200519,WA,168
20200518,WA,168
20200517,WA,168
20200516,WA,331
20200515,WA,374
20200514,WA,365
20200513,WA,384
20200512,WA,321
20200511,WA,350
20200510,WA,335
20200509,WA,393
20200508,WA,393
20200507,WA,358
20200506,WA,390
20200505,WA,292
20200504,WA,263
20200503,WA,411
20200502,WA,428
20200501,WA,470
20200430,WA,474
20200429,WA,490
20200428,WA,436
20200427,WA,536
20200426,WA,508
20200425,WA,455
20200424,WA,551
20200423,WA,544
20200422,WA,543
20200421,WA,503
20200420,WA,403
20200419,WA,586
20200418,WA,518
20200417,WA,622
20200416,WA,595
20200415,WA,645
20200414,WA,387
20200413,WA,527
20200412,WA,642
20200411,WA,649
20200410,WA,642
20200409,WA,650
20200408,WA,655
20200407,WA,641
20200406,WA,638
20200405,WA,581
20200404,WA,574
20200709,WI,285
20200708,WI,276
20200707,WI,254
20200706,WI,254
20200705,WI,244
20200704,WI,235
20200703,WI,244
20200702,WI,236
20200701,WI,237
20200630,WI,242
20200629,WI,237
20200628,WI,239
20200627,WI,249
20200626,WI,262
20200625,WI,249
20200624,WI,239
20200623,WI,240
20200622,WI,246
20200621,WI,242
20200620,WI,239
20200619,WI,240
20200618,WI,240
20200617,WI,244
20200616,WI,275
20200615,WI,284
20200614,WI,289
20200613,WI,285
20200612,WI,287
20200611,WI,306
20200610,WI,328
20200609,WI,505
20200608,WI,528
20200607,WI,491
20200606,WI,492
20200605,WI,526
20200604,WI,551
20200603,WI,556
20200602,WI,597
20200601,WI,613
20200531,WI,625
20200530,WI,617
20200529,WI,658
20200528,WI,659
20200527,WI,748
20200526,WI,640
20200525,WI,606
20200524,WI,611
20200523,WI,611
20200522,WI,583
20200521,WI,524
20200520,WI,609
20200519,WI,609
20200518,WI,574
20200517,WI,543
20200516,WI,546
20200515,WI,548
20200514,WI,507
20200513,WI,527
20200512,WI,520
20200511,WI,520
20200510,WI,514
20200509,WI,543
20200508,WI,552
20200507,WI,624
20200506,WI,511
20200505,WI,543
20200504,WI,573
20200503,WI,582
20200502,WI,582
20200501,WI,560
20200430,WI,554
20200429,WI,577
20200428,WI,544
20200427,WI,337
20200426,WI,337
20200425,WI,337
20200424,WI,361
20200423,WI,349
20200422,WI,355
20200421,WI,358
20200420,WI,406
20200419,WI,397
20200418,WI,361
20200417,WI,361
20200416,WI,394
20200415,WI,406
20200414,WI,432
20200413,WI,442
20200412,WI,442
20200411,WI,444
20200709,WV,50
20200708,WV,48
20200707,WV,41
20200706,WV,41
20200705,WV,27
20200704,WV,25
20200703,WV,25
20200702,WV,23
20200701,WV,23
20200630,WV,27
20200629,WV,28
20200628,WV,32
20200627,WV,33
20200626,WV,33
20200625,WV,24
20200624,WV,24
20200623,WV,21
20200622,WV,21
20200621,WV,23
20200620,WV,22
20200619,WV,22
20200618,WV,25
20200617,WV,23
20200616,WV,24
20200615,WV,25
20200614,WV,30
20200613,WV,29
20200612,WV,29
20200611,WV,38
20200610,WV,24
20200609,WV,24
20200608,WV,24
20200607,WV,28
20200606,WV,27
20200605,WV,27
20200604,WV,28
20200603,WV,34
20200602,WV,31
20200601,WV,31
20200531,WV,33
20200530,WV,33
20200529,WV,33
20200528,WV,35
20200527,WV,36
20200526,WV,35
20200525,WV,36
20200524,WV,23
20200523,WV,39
20200522,WV,47
20200521,WV,46
20200520,WV,58
20200519,WV,54
20200518,WV,48
20200517,WV,48
20200516,WV,55
20200515,WV,57
20200514,WV,52
20200513,WV,58
20200512,WV,50
20200511,WV,49
20200510,WV,49
20200509,WV,53
20200508,WV,65
20200507,WV,76
20200506,WV,76
20200505,WV,64
20200504,WV,73
20200503,WV,73
20200502,WV,76
20200501,WV,81
20200430,WV,84
20200429,WV,102
20200428,WV,87
20200427,WV,100
20200426,WV,100
20200425,WV,97
20200424,WV,97
20200423,WV,108
20200422,WV,103
20200421,WV,85
20200420,WV,77
20200419,WV,72
20200418,WV,83
20200417,WV,85
20200416,WV,85
20200415,WV,82
20200414,WV,87
20200413,WV,95
20200412,WV,81
20200411,WV,85
20200410,WV,85
20200709,WY,12
20200708,WY,13
20200707,WY,10
20200706,WY,9
20200705,WY,8
20200704,WY,8
20200703,WY,8
20200702,WY,9
20200701,WY,9
20200630,WY,6
20200629,WY,7
20200628,WY,5
20200627,WY,5
20200626,WY,5
20200625,WY,7
20200624,WY,7
20200623,WY,8
20200622,WY,8
20200621,WY,8
20200620,WY,8
20200619,WY,8
20200618,WY,8
20200617,WY,7
20200616,WY,7
20200615,WY,4
20200614,WY,5
20200613,WY,5
20200612,WY,5
20200611,WY,7
20200610,WY,8
20200609,WY,8
20200608,WY,7
20200607,WY,4
20200606,WY,4
20200605,WY,4
20200604,WY,4
20200603,WY,4
20200602,WY,7
20200601,WY,8
20200531,WY,13
20200530,WY,13
20200529,WY,13
20200528,WY,15
20200527,WY,12
20200526,WY,14
20200525,WY,10
20200524,WY,10
20200523,WY,10
20200522,WY,10
20200521,WY,8
20200520,WY,9
20200519,WY,8
20200518,WY,8
20200517,WY,8
20200516,WY,8
20200515,WY,8
20200514,WY,8
20200513,WY,10
20200512,WY,10
20200511,WY,12
20200510,WY,12
20200509,WY,12
20200508,WY,9
20200507,WY,11
20200506,WY,11
20200505,WY,13
20200504,WY,13
20200503,WY,13
20200502,WY,13
20200501,WY,13
20200430,WY,13
20200429,WY,12
20200428,WY,16
20200427,WY,16
20200426,WY,16
20200425,WY,16
20200424,WY,16
20200422,WY,19
20200421,WY,19
20200420,WY,19
20200419,WY,19
20200418,WY,19
20200417,WY,19
20200416,WY,19
